iter	Accuracy	MultiClass
212	0.8916058916	0.4809936592
213	0.8911768912	0.4798290324
214	0.8923208923	0.478512485
215	0.8936078936	0.4768875824
216	0.8936078936	0.4756729614
217	0.8931788932	0.4745857436
218	0.8937508938	0.4729709375
219	0.8953238953	0.4707985492
220	0.8946088946	0.4704057611
221	0.8948948949	0.4695128698
222	0.8951808952	0.4677161877
223	0.8964678965	0.4657600001
224	0.8964678965	0.4647955618
225	0.8967538968	0.4637951324
226	0.8977548978	0.4629409706
227	0.8984698985	0.4616561672
228	0.8996138996	0.4604982871
229	0.8994708995	0.4589436383
230	0.8998998999	0.4575235694
231	0.9006149006	0.4566391592
232	0.9009009009	0.4552370149
233	0.9007579008	0.4542064927
234	0.9017589018	0.4524129868
235	0.9026169026	0.4509339047
236	0.9031889032	0.4503015166
237	0.9037609038	0.4492023245
238	0.9036179036	0.4475782107
239	0.9036179036	0.446219575
240	0.9043329043	0.4450489449
241	0.9039039039	0.4438506878
242	0.904046904	0.4430670789
243	0.9036179036	0.4418571141
244	0.9036179036	0.4408763713
245	0.9047619048	0.4397739291
246	0.905047905	0.438481094
247	0.9057629058	0.4370608565
248	0.9056199056	0.4360634872
249	0.9061919062	0.4343591235
250	0.9067639068	0.4323256716
251	0.9074789075	0.43053273
252	0.9080509081	0.4292331098
253	0.9087659088	0.4279113325
254	0.9096239096	0.4268906144
255	0.9104819105	0.4253316127
256	0.9107679108	0.4247495596
257	0.9101959102	0.4238193001
258	0.9111969112	0.4228209483
259	0.9113399113	0.4218482039
260	0.9116259116	0.4202347466
261	0.9111969112	0.4191356164
262	0.9110539111	0.4185048756
263	0.9106249106	0.4173882779
264	0.9111969112	0.4165041881
265	0.9119119119	0.4158834103
266	0.9117689118	0.4148995468
267	0.9124839125	0.4137893756
268	0.9133419133	0.4126087256
269	0.9143429143	0.4111835815
270	0.9139139139	0.410651913
271	0.9150579151	0.4096399039
272	0.9152009152	0.4085936807
273	0.9154869155	0.4078692949
274	0.9154869155	0.4068038821
275	0.9157729158	0.4060192994
276	0.9160589161	0.4051929788
277	0.9163449163	0.4035277358
278	0.9163449163	0.4020463209
279	0.9169169169	0.401035453
280	0.9179179179	0.3998617438
281	0.9186329186	0.398958932
282	0.9193479193	0.3975443107
283	0.9204919205	0.3958976342
284	0.9209209209	0.3951993758
285	0.9212069212	0.3944794856
286	0.9206349206	0.3930438835
287	0.9214929215	0.3917026739
288	0.9220649221	0.390731382
289	0.9217789218	0.3903204926
290	0.9226369226	0.3884041377
291	0.9230659231	0.38710891
292	0.9234949235	0.3856322352
293	0.9232089232	0.3843575658
294	0.9237809238	0.3835276748
295	0.9243529244	0.3825349505
296	0.9246389246	0.3821140063
297	0.9250679251	0.3813029244
298	0.9250679251	0.3807055066
299	0.9254969255	0.379727057
300	0.9256399256	0.3789456495
301	0.9260689261	0.3780671001
302	0.9267839268	0.3767158602
303	0.9262119262	0.3760118409
304	0.9273559274	0.3745341823
305	0.9270699271	0.3735885687
306	0.9284999285	0.3724576076
307	0.9287859288	0.3717126825
308	0.9289289289	0.370228949
309	0.9297869298	0.3696010019
310	0.9297869298	0.3685456973
311	0.9297869298	0.3678753042
312	0.9300729301	0.3670605872
313	0.9306449306	0.3664047993
314	0.9309309309	0.3649945578
315	0.9317889318	0.3638685862
316	0.9326469326	0.3630780044
317	0.9325039325	0.3622136627
318	0.9333619334	0.3611169634
319	0.9330759331	0.3607783959
320	0.9335049335	0.3592438846
321	0.9346489346	0.3581336861
322	0.9345059345	0.3576439801
323	0.9352209352	0.3570150246
324	0.9349349349	0.355946956
325	0.9356499356	0.3553119136
326	0.9357929358	0.3548334129
327	0.9355069355	0.3543349124
328	0.9355069355	0.353747828
329	0.9363649364	0.3528969081
330	0.9377949378	0.3518827058
331	0.9376519377	0.350764909
332	0.9386529387	0.349543707
333	0.9389389389	0.3487407673
334	0.9389389389	0.3476806859
335	0.9389389389	0.3469304857
336	0.9393679394	0.3462344966
337	0.9392249392	0.345177009
338	0.9400829401	0.3444368563
339	0.9402259402	0.3434066559
340	0.9406549407	0.342733475
341	0.9406549407	0.3421391394
342	0.9415129415	0.3411478132
343	0.9419419419	0.3401126089
344	0.9422279422	0.33890221
345	0.9423709424	0.3377831194
346	0.9427999428	0.3374092338
347	0.9432289432	0.3364238102
348	0.9433719434	0.3359165862
349	0.9435149435	0.335511391
350	0.9435149435	0.3348719942
351	0.9436579437	0.3340675432
352	0.9436579437	0.333661267
353	0.9440869441	0.3329738092
354	0.9439439439	0.3321789693
355	0.9439439439	0.3317302503
356	0.9442299442	0.3312944892
357	0.9446589447	0.3298862629
358	0.9448019448	0.3284703778
359	0.9455169455	0.3280590329
360	0.9456599457	0.3273765957
361	0.9456599457	0.3268675003
362	0.9455169455	0.3258246211
363	0.9458029458	0.3252099255
364	0.9460889461	0.324113349
365	0.9465179465	0.3237061151
366	0.9470899471	0.3227512764
367	0.9472329472	0.3219846912
368	0.9475189475	0.3213957202
369	0.9479479479	0.3201600403
370	0.9486629487	0.318912944
371	0.9483769484	0.3180839203
372	0.9489489489	0.3170723666
373	0.9488059488	0.3161714356
374	0.9492349492	0.3150472533
375	0.9496639497	0.3145960925
376	0.9495209495	0.3137496099
377	0.9495209495	0.3134867944
378	0.9495209495	0.3131255008
379	0.9493779494	0.3128895567
380	0.9500929501	0.3121205828
381	0.9505219505	0.3113626934
382	0.9503789504	0.3105429164
383	0.9506649507	0.3100643047
384	0.9503789504	0.3092127899
385	0.9500929501	0.3089774264
386	0.950950951	0.3080253494
387	0.950950951	0.3074061713
388	0.950950951	0.3065851784
389	0.9508079508	0.3060633406
390	0.9513799514	0.3055481188
391	0.9518089518	0.305231397
392	0.9523809524	0.3041075986
393	0.951951952	0.3031607789
394	0.9516659517	0.3028175811
395	0.9522379522	0.3022229631
396	0.952952953	0.3012347783
397	0.9528099528	0.3007385255
398	0.9528099528	0.3001856357
399	0.9533819534	0.2989543974
400	0.953953954	0.2982000436
401	0.9536679537	0.297790722
402	0.9545259545	0.296853507
403	0.9543829544	0.2960710323
404	0.9543829544	0.2952545882
405	0.9545259545	0.2946435091
406	0.9552409552	0.293782124
407	0.9553839554	0.292767126
408	0.954954955	0.2921348575
409	0.954954955	0.2916368294
410	0.9552409552	0.2913673766
411	0.9560989561	0.2910819384
412	0.9566709567	0.2899550137
413	0.9572429572	0.2891511403
414	0.956956957	0.2885743677
415	0.9573859574	0.287918752
416	0.9573859574	0.2874383055
417	0.9572429572	0.2869360805
418	0.9570999571	0.2864448401
419	0.9576719577	0.2858399087
420	0.9578149578	0.2853787824
421	0.9578149578	0.2848085645
422	0.9581009581	0.2843909018
423	0.9583869584	0.2837628272
424	0.9582439582	0.2831560759
425	0.9585299585	0.2828724322
426	0.9586729587	0.2824426106
427	0.9585299585	0.2818885832
428	0.9586729587	0.2815689847
429	0.9583869584	0.2812581454
430	0.9585299585	0.2811631883
431	0.9585299585	0.280517248
432	0.9581009581	0.2800627301
433	0.9582439582	0.2797059616
434	0.9581009581	0.2790793861
435	0.957957958	0.2783461946
436	0.9585299585	0.2776527787
437	0.9588159588	0.2772681045
438	0.9585299585	0.2768203136
439	0.9588159588	0.2761071304
440	0.9588159588	0.2756170833
441	0.958958959	0.2748528956
442	0.9593879594	0.2737905401
443	0.9601029601	0.2729074042
444	0.95995996	0.2719794527
445	0.9605319605	0.2715267765
446	0.9603889604	0.2710865257
447	0.9608179608	0.2704356841
448	0.960960961	0.2701635707
449	0.9608179608	0.2697529024
450	0.9605319605	0.2692051921
451	0.9612469612	0.2685251932
452	0.9618189618	0.2680402672
453	0.961961962	0.2675323245
454	0.9621049621	0.2671941149
455	0.9625339625	0.2663898177
456	0.9625339625	0.2655088661
457	0.9625339625	0.264935196
458	0.9626769627	0.2638527781
459	0.9626769627	0.2635108543
460	0.962962963	0.2628655866
461	0.962962963	0.2619545741
462	0.9631059631	0.2614871361
463	0.9631059631	0.2610479619
464	0.9632489632	0.2607822927
465	0.9635349635	0.260540133
466	0.9636779637	0.2601925338
467	0.9641069641	0.259488973
468	0.9642499642	0.2587623942
469	0.9642499642	0.25840354
470	0.9643929644	0.2573857056
471	0.9645359645	0.2571078843
472	0.9646789647	0.256661897
473	0.9648219648	0.2561753269
474	0.9653939654	0.2555799949
475	0.9655369655	0.2553152361
476	0.9661089661	0.2547082229
477	0.9663949664	0.2544438173
478	0.9666809667	0.2540243793
479	0.9671099671	0.2534452833
480	0.966966967	0.252823767
481	0.9672529673	0.2522707727
482	0.9676819677	0.2515546058
483	0.9675389675	0.2511311926
484	0.9676819677	0.2506550063
485	0.9673959674	0.2503289847
486	0.9673959674	0.249664735
487	0.9673959674	0.2492110121
488	0.9673959674	0.2485535655
489	0.9673959674	0.2484092162
490	0.9675389675	0.2480120339
491	0.9673959674	0.247710873
492	0.9676819677	0.2473098162
493	0.967967968	0.2469526081
494	0.9682539683	0.2459522412
495	0.9685399685	0.245631476
496	0.9685399685	0.2451349087
497	0.9686829687	0.2448706002
498	0.968968969	0.2442249994
499	0.968968969	0.2436246521
500	0.9691119691	0.2429015138
501	0.9693979694	0.2424842507
502	0.9695409695	0.2417959043
503	0.9695409695	0.2414178024
504	0.9698269698	0.2410556257
505	0.9698269698	0.2404187548
506	0.96996997	0.2401681492
507	0.9701129701	0.239803861
508	0.9702559703	0.238913687
509	0.9705419705	0.2384185473
510	0.9706849707	0.2379869555
511	0.970970971	0.2375835639
512	0.9711139711	0.2372858373
513	0.9708279708	0.2368461704
514	0.970970971	0.2366384691
515	0.9711139711	0.2362265721
516	0.9711139711	0.235727798
517	0.9715429715	0.2349949334
518	0.9718289718	0.2346450321
519	0.9716859717	0.2338989112
520	0.971971972	0.2333138121
521	0.9716859717	0.2329916745
522	0.9716859717	0.2327259828
523	0.971971972	0.2320712274
524	0.971971972	0.2317720675
525	0.9722579723	0.2313556899
526	0.9721149721	0.2310430704
527	0.9725439725	0.2307531153
528	0.9722579723	0.2303948415
529	0.9726869727	0.2297545967
530	0.9726869727	0.2292246801
531	0.9726869727	0.228928175
532	0.972972973	0.228744346
533	0.9731159731	0.2284769952
534	0.9728299728	0.2280911844
535	0.9732589733	0.2277149153
536	0.9731159731	0.2272238831
537	0.9734019734	0.2268682019
538	0.9732589733	0.22660533
539	0.9736879737	0.2262919082
540	0.9735449735	0.225970462
541	0.9734019734	0.2257485803
542	0.9735449735	0.2253008146
543	0.9744029744	0.2246120877
544	0.9745459745	0.2241535597
545	0.9748319748	0.2238052467
546	0.9751179751	0.2234793777
547	0.9754039754	0.2229921543
548	0.975975976	0.222024181
549	0.9761189761	0.2216600396
550	0.9758329758	0.2211556796
551	0.9761189761	0.2208741447
552	0.975975976	0.2204695381
553	0.9762619763	0.2199586964
554	0.9761189761	0.2194350278
555	0.9761189761	0.2190612998
556	0.9762619763	0.2187515728
557	0.9765479765	0.218387985
558	0.9768339768	0.2179528323
559	0.9765479765	0.2176160011
560	0.9771199771	0.217174711
561	0.9771199771	0.2168732356
562	0.9766909767	0.2164279264
563	0.9771199771	0.2159947497
564	0.976976977	0.2156875371
565	0.9768339768	0.2153090974
566	0.9771199771	0.2149396878
567	0.9775489775	0.2145330647
568	0.9771199771	0.2140031088
569	0.9772629773	0.2136184865
570	0.9772629773	0.2132708671
571	0.9774059774	0.2131218441
572	0.9772629773	0.2129370784
573	0.9774059774	0.2128121807
574	0.9774059774	0.2123557371
575	0.9775489775	0.2119692591
576	0.9784069784	0.2114464152
577	0.9785499785	0.2109416011
578	0.9785499785	0.2106623197
579	0.9785499785	0.2104905139
580	0.9785499785	0.2101383935
581	0.9788359788	0.2098678139
582	0.978978979	0.2095674016
583	0.9794079794	0.2093338706
584	0.9791219791	0.2089312609
585	0.9791219791	0.2083829584
586	0.9794079794	0.2081239827
587	0.978978979	0.2077266972
588	0.9788359788	0.2076217153
589	0.9792649793	0.2071597139
590	0.9794079794	0.2068981831
591	0.9796939797	0.2065836361
592	0.9796939797	0.2062750059
593	0.9796939797	0.205907885
594	0.9801229801	0.2054785121
595	0.9801229801	0.2051611016
596	0.9802659803	0.2047848898
597	0.9805519806	0.2045638552
598	0.9804089804	0.2043091777
599	0.9806949807	0.2040822863
600	0.9806949807	0.2039042132
601	0.9806949807	0.2038022829
602	0.9805519806	0.2035016496
603	0.9808379808	0.2032101561
604	0.9806949807	0.2028244272
605	0.980980981	0.2022774363
606	0.9808379808	0.2018866797
607	0.980980981	0.2013598155
608	0.9811239811	0.2009905176
609	0.9815529816	0.2006895847
610	0.9812669813	0.2003674382
611	0.9814099814	0.2001683385
612	0.9816959817	0.1997722239
613	0.981981982	0.1993760464
614	0.9814099814	0.1988841036
615	0.9818389818	0.1985287394
616	0.9816959817	0.1982439026
617	0.9818389818	0.1980781951
618	0.9818389818	0.1978773528
619	0.9818389818	0.1975050951
620	0.9822679823	0.1970843848
621	0.981981982	0.1967557578
622	0.981981982	0.1966074726
623	0.9821249821	0.1964750828
624	0.9825539826	0.1961225616
625	0.9825539826	0.1958279668
626	0.9826969827	0.1954306493
627	0.9828399828	0.1950595782
628	0.9828399828	0.1946195226
629	0.9832689833	0.1943619832
630	0.9834119834	0.1941046695
631	0.9835549836	0.1935141408
632	0.9836979837	0.1932973667
633	0.983983984	0.1931676073
634	0.9836979837	0.1927204603
635	0.9838409838	0.1923933799
636	0.9838409838	0.191907507
637	0.9836979837	0.1915860606
638	0.9842699843	0.191145813
639	0.9845559846	0.1905385349
640	0.9848419848	0.1900325437
641	0.984984985	0.1897565775
642	0.9846989847	0.1892436211
643	0.9846989847	0.1889736118
644	0.9848419848	0.1886372228
645	0.9848419848	0.1884475606
646	0.9848419848	0.1882785627
647	0.984984985	0.1880143711
648	0.984984985	0.1877412931
649	0.9854139854	0.1873537363
650	0.9854139854	0.1866543651
651	0.9854139854	0.1863923019
652	0.9854139854	0.1860258097
653	0.9856999857	0.1858965576
654	0.985985986	0.1855768592
655	0.9858429858	0.1851543438
656	0.9861289861	0.1849258797
657	0.9861289861	0.1846502906
658	0.9864149864	0.1842023712
659	0.9864149864	0.1839428289
660	0.9865579866	0.1836993427
661	0.9865579866	0.1832504254
662	0.9865579866	0.1830428113
663	0.9865579866	0.1825856507
664	0.9867009867	0.1822689106
665	0.9867009867	0.1819538643
666	0.9868439868	0.181704609
667	0.986986987	0.1808722732
668	0.986986987	0.1806522991
669	0.9872729873	0.180084329
670	0.9872729873	0.1798839307
671	0.9872729873	0.1797054764
672	0.9872729873	0.1794818446
673	0.9872729873	0.1792683938
674	0.9872729873	0.1791095089
675	0.9874159874	0.1789686082
676	0.9872729873	0.1787027657
677	0.9871299871	0.1784280342
678	0.9872729873	0.1780933442
679	0.9874159874	0.1776843846
680	0.9874159874	0.1775239077
681	0.9875589876	0.1772040142
682	0.9877019877	0.1769362959
683	0.9875589876	0.1767164132
684	0.9875589876	0.1764962582
685	0.9875589876	0.1764069286
686	0.9877019877	0.1761873518
687	0.9877019877	0.1760607167
688	0.9878449878	0.1758930814
689	0.9878449878	0.1755430206
690	0.9878449878	0.1754736136
691	0.9877019877	0.1752499054
692	0.9875589876	0.1748936127
693	0.9877019877	0.174479944
694	0.987987988	0.1738896892
695	0.9882739883	0.173323929
696	0.9887029887	0.172638146
697	0.9885599886	0.1720320114
698	0.9887029887	0.1717905936
699	0.988988989	0.1715232775
700	0.9891319891	0.1713971915
701	0.988988989	0.171169813
702	0.9895609896	0.1707902981
703	0.9895609896	0.1706448114
704	0.9892749893	0.1702471655
705	0.9892749893	0.1698234008
706	0.9892749893	0.1694336864
707	0.9891319891	0.1692483686
708	0.988988989	0.1689429487
709	0.9892749893	0.1687104405
710	0.9895609896	0.1683014342
711	0.9898469898	0.1680508922
712	0.9897039897	0.1678858734
713	0.9898469898	0.1676148778
714	0.98998999	0.1673251959
715	0.98998999	0.1669307841
716	0.9902759903	0.1666370207
717	0.9902759903	0.1662421491
718	0.9902759903	0.1658750645
719	0.9902759903	0.1655106805
720	0.9902759903	0.1651247187
721	0.9904189904	0.1648588302
722	0.9904189904	0.1647205512
723	0.9902759903	0.1644596671
724	0.9902759903	0.1643014475
725	0.9902759903	0.1641933623
726	0.9902759903	0.1639470898
727	0.9905619906	0.1637673597
728	0.9907049907	0.1635589437
729	0.9908479908	0.1634149103
730	0.9912769913	0.1630656258
731	0.9911339911	0.1625549607
732	0.9911339911	0.1623760355
733	0.9912769913	0.1620258813
734	0.9914199914	0.1618487187
735	0.9914199914	0.1615550768
736	0.9914199914	0.1613803736
737	0.9915629916	0.1611251939
738	0.9917059917	0.1608763631
739	0.9918489918	0.160468054
740	0.9918489918	0.1602322919
741	0.9918489918	0.1600099237
742	0.991991992	0.1597787621
743	0.9918489918	0.1594608217
744	0.991991992	0.1592402644
745	0.991991992	0.1587204403
746	0.9922779923	0.1584329052
747	0.9921349921	0.1581250931
748	0.9922779923	0.1578376497
749	0.9921349921	0.1575848692
750	0.9922779923	0.1574060171
751	0.9924209924	0.1570628635
752	0.9925639926	0.1566918071
753	0.9925639926	0.1563299577
754	0.9925639926	0.1560971877
755	0.9925639926	0.155825618
756	0.9925639926	0.1554565953
757	0.9925639926	0.1553083391
758	0.992992993	0.1549443371
759	0.9931359931	0.1543834062
760	0.9931359931	0.1541315455
761	0.9931359931	0.154021903
762	0.9931359931	0.1537643209
763	0.9932789933	0.153284082
764	0.9932789933	0.1530840712
765	0.9932789933	0.1530045461
766	0.9932789933	0.1529513246
767	0.9932789933	0.1528428382
768	0.9932789933	0.1525824092
769	0.9932789933	0.1522970372
770	0.9934219934	0.1519558615
771	0.9935649936	0.1517695597
772	0.9935649936	0.151648545
773	0.9934219934	0.1515331955
774	0.9935649936	0.1512602624
775	0.9935649936	0.1509153887
776	0.9935649936	0.150696437
777	0.9935649936	0.1505795528
778	0.9935649936	0.1502988482
779	0.9937079937	0.1500827455
780	0.9938509939	0.1498415118
781	0.9938509939	0.1496802542
782	0.9938509939	0.1495641818
783	0.9938509939	0.1492497797
784	0.9938509939	0.1491010488
785	0.993993994	0.1488181959
786	0.9941369941	0.1486895601
787	0.9941369941	0.1485899061
788	0.9944229944	0.1484424664
789	0.9944229944	0.1482673282
790	0.9944229944	0.1480238288
791	0.9942799943	0.1475558454
792	0.9944229944	0.1473618929
793	0.9942799943	0.1470937617
794	0.9944229944	0.1469133732
795	0.9942799943	0.1467340317
796	0.9944229944	0.1465408349
797	0.9944229944	0.1464293869
798	0.9944229944	0.1462624759
799	0.9944229944	0.146165442
800	0.9945659946	0.1458963919
801	0.9944229944	0.1456620963
802	0.9944229944	0.1452020657
803	0.9944229944	0.1449496916
804	0.9944229944	0.1445689513
805	0.9944229944	0.1444298022
806	0.9944229944	0.1442200119
807	0.9945659946	0.1440508745
808	0.9945659946	0.143745004
809	0.9945659946	0.1435265385
810	0.9944229944	0.1433396236
811	0.9944229944	0.1430916257
812	0.9945659946	0.1429465077
813	0.9945659946	0.1425815399
814	0.9947089947	0.14246092
815	0.9945659946	0.1421784233
816	0.9947089947	0.1420160551
817	0.9947089947	0.1417959721
818	0.9945659946	0.141530951
819	0.9945659946	0.1412500623
820	0.9945659946	0.1408809765
821	0.9945659946	0.1407387854
822	0.9945659946	0.1404801572
823	0.9947089947	0.1400237396
824	0.9947089947	0.1399115013
825	0.9947089947	0.1398145469
826	0.9947089947	0.1394923445
827	0.9948519949	0.139189888
828	0.9951379951	0.1388891091
829	0.9951379951	0.1385312862
830	0.994994995	0.138144626
831	0.994994995	0.1379957942
832	0.994994995	0.137693367
833	0.994994995	0.1375575351
834	0.9948519949	0.1373852279
835	0.994994995	0.1371866479
836	0.994994995	0.1370841369
837	0.994994995	0.1367626882
838	0.9951379951	0.1365793947
839	0.9951379951	0.1363740466
840	0.9951379951	0.1361914216
841	0.9952809953	0.1360811327
842	0.9955669956	0.1358878074
843	0.9955669956	0.1356512408
844	0.9955669956	0.1355154011
845	0.9957099957	0.1353655448
846	0.9955669956	0.1352009302
847	0.9954239954	0.1349672449
848	0.9951379951	0.1348049668
849	0.9952809953	0.1346727132
850	0.9954239954	0.1345183541
851	0.9954239954	0.1342774454
852	0.9955669956	0.1340986867
853	0.9955669956	0.1339213298
854	0.9957099957	0.133670466
855	0.9958529959	0.1334316468
856	0.9958529959	0.1331900316
857	0.9955669956	0.1329875002
858	0.9958529959	0.1328313907
859	0.9958529959	0.132469859
860	0.9958529959	0.1322966039
861	0.9958529959	0.1321665146
862	0.995995996	0.1319670776
863	0.995995996	0.1318233132
864	0.9961389961	0.1315808629
865	0.9961389961	0.1312848389
866	0.9961389961	0.1310393059
867	0.9961389961	0.1308268479
868	0.9964249964	0.1306068349
869	0.9965679966	0.1304350785
870	0.9965679966	0.1303297549
871	0.9965679966	0.1302544426
872	0.9964249964	0.1300717333
873	0.9964249964	0.1299112918
874	0.9964249964	0.1296017454
875	0.9964249964	0.1294242791
876	0.9964249964	0.1292152774
877	0.9962819963	0.1290559774
878	0.9961389961	0.1288890126
879	0.9964249964	0.1286385812
880	0.9964249964	0.128533974
881	0.9962819963	0.1284366217
882	0.9965679966	0.128100007
883	0.9965679966	0.1279003562
884	0.9965679966	0.1276987051
885	0.9965679966	0.1275565238
886	0.9965679966	0.1273211049
